"","career.X","career.means","career.X2.5..","career.X97.5..","future.X","future.means","future.X2.5..","future.X97.5..","general.X","general.means","general.X2.5..","general.X97.5..","home.X","home.means","home.X2.5..","home.X97.5..","independence.X","independence.means","independence.X2.5..","independence.X97.5..","lesiure.X","lesiure.means","lesiure.X2.5..","lesiure.X97.5..","living.X","living.means","living.X2.5..","living.X97.5..","location.X","location.means","location.X2.5..","location.X97.5..","money.X","money.means","money.X2.5..","money.X97.5..","people.X","people.means","people.X2.5..","people.X97.5..","social.X","social.means","social.X2.5..","social.X97.5..","work.X","work.means","work.X2.5..","work.X97.5..","wave","age","year","cohort"
"411","career",3.19538053953769,3.1822409490789,3.20852012999648,"future",3.24566820843092,3.23359705522404,3.25773936163781,"general",3.41072700406225,3.39850581478312,3.42294819334138,"home",3.38493191234901,3.37230998566124,3.39755383903677,"independence",3.3026747796384,3.28875969304184,3.31658986623497,"lesiure",3.38615363782178,3.37350679675523,3.39880047888833,"living",3.47804800878096,3.46631773767018,3.48977827989174,"location",3.35159309004051,3.33795175277427,3.36523442730675,"money",2.99074872385854,2.9756486278401,3.00584881987698,"people",3.46965325794485,3.45774206379342,3.48156445209628,"social",3.43351089452054,3.42059591166779,3.44642587737328,"work",3.13211357418171,3.12039131379276,3.14383583457067,1,16,2000,"y98"
"421","career",3.28714781745926,3.27285820170028,3.30143743321825,"future",3.32554212606375,3.31238769316034,3.33869655896715,"general",3.53620892499522,3.52362956182103,3.54878828816942,"home",3.46441186043457,3.45090294650458,3.47792077436456,"independence",3.45708671008434,3.44299691105966,3.47117650910902,"lesiure",3.44951032777765,3.43614915520845,3.46287150034684,"living",3.55017177198093,3.53762565513135,3.5627178888305,"location",3.40593428718092,3.39123444431885,3.42063413004299,"money",2.97300810825007,2.95570936440532,2.99030685209483,"people",3.5537525508892,3.54151284801614,3.56599225376225,"social",3.51919041664204,3.50583141485153,3.53254941843256,"work",3.18074616029917,3.16784761256237,3.19364470803598,2,17,2001,"y98"
"431","career",3.25909005572907,3.24272051944056,3.27545959201759,"future",3.32752458039852,3.31344671681511,3.34160244398193,"general",3.49129276024415,3.47755644751732,3.50502907297099,"home",3.40489208235236,3.39031490099675,3.41946926370797,"independence",3.48516389060264,3.47013845627975,3.50018932492554,"lesiure",3.40449674000597,3.38987948406893,3.41911399594302,"living",3.50013747214355,3.48598021181221,3.51429473247489,"location",3.38736862237269,3.37157409558496,3.40316314916042,"money",2.94729710441085,2.929393227314,2.96520098150771,"people",3.52081158165651,3.5074371518395,3.53418601147352,"social",3.47363121306159,3.45885477637713,3.48840764974606,"work",3.18864048803846,3.17400746812707,3.20327350794985,3,18,2002,"y98"
"441","career",3.28262027644164,3.26535612155748,3.2998844313258,"future",3.35087941495472,3.33544115350382,3.36631767640562,"general",3.5064528280446,3.49189162219656,3.52101403389265,"home",3.44420613061881,3.42881517813187,3.45959708310576,"independence",3.52983627653173,3.5142591474365,3.54541340562697,"lesiure",3.42738441627157,3.41167362782565,3.44309520471749,"living",3.50199364048588,3.48680295140156,3.5171843295702,"location",3.39489905098707,3.3780620070847,3.41173609488944,"money",2.95353964697549,2.93434037110259,2.97273892284839,"people",3.54256605549553,3.52829913595244,3.55683297503862,"social",3.47973537354115,3.46350436817529,3.49596637890702,"work",3.22649900887955,3.21037134778093,3.24262666997817,4,19,2003,"y98"
"451","career",3.33414588921319,3.31494281761255,3.35334896081382,"future",3.42077527689519,3.40375682217216,3.43779373161823,"general",3.55686209616655,3.54117711531254,3.57254707702057,"home",3.49766833827988,3.48057431900286,3.5147623575569,"independence",3.5879909472688,3.57082933411418,3.60515256042342,"lesiure",3.46919028498814,3.4520866531686,3.48629391680767,"living",3.54172396323618,3.52536810716147,3.55807981931089,"location",3.45226054764963,3.4338054927811,3.47071560251816,"money",2.99366703452704,2.97308883571428,3.01424523333979,"people",3.57719151462169,3.56125623022315,3.59312679902023,"social",3.507155938846,3.48973798734469,3.52457389034731,"work",3.27153629784654,3.25376576360419,3.28930683208889,5,20,2004,"y98"
"461","career",3.32635726709611,3.30631501996976,3.34639951422247,"future",3.42272011079176,3.4046879358028,3.44075228578071,"general",3.53128336262121,3.51497140800275,3.54759531723967,"home",3.48324364705289,3.4654695096004,3.50101778450539,"independence",3.57379820842019,3.55596062564613,3.59163579119425,"lesiure",3.446516587477,3.42883818897063,3.46419498598336,"living",3.50973250678829,3.4926836452407,3.52678136833588,"location",3.41975529235388,3.40011779040881,3.43939279429895,"money",2.9782138609714,2.95665932329323,2.99976839864956,"people",3.55432289497223,3.53764232220174,3.57100346774273,"social",3.4784497328739,3.45959341268691,3.49730605306089,"work",3.24124625617916,3.22245126037428,3.26004125198404,6,21,2005,"y98"
"471","career",3.35518408091168,3.33296092114375,3.3774072406796,"future",3.43928914109449,3.42056012569459,3.4580181564944,"general",3.53591942194073,3.51817235077484,3.55366649310662,"home",3.5066523652687,3.48756536306765,3.52573936746974,"independence",3.58898808427194,3.57045216277267,3.60752400577121,"lesiure",3.43501505927149,3.41606189515698,3.453968223386,"living",3.50976279202238,3.49120870265004,3.52831688139473,"location",3.41766966241092,3.39658088254927,3.43875844227256,"money",3.02194699424517,2.99862675379688,3.04526723469345,"people",3.57490110797746,3.55738805831919,3.59241415763574,"social",3.4624651198266,3.44247573041505,3.48245450923815,"work",3.27005235472945,3.24907401681987,3.29103069263904,7,22,2006,"y98"
"481","career",3.38480690924801,3.36037572083498,3.40923809766104,"future",3.47657707573294,3.45436865359495,3.49878549787092,"general",3.54100009160953,3.521330979101,3.56066920411806,"home",3.54466741341081,3.52445101384515,3.56488381297646,"independence",3.62803419814955,3.6077513419251,3.64831705437399,"lesiure",3.44141409516804,3.42010420197252,3.46272398836357,"living",3.52222487442327,3.50182251432366,3.54262723452289,"location",3.45008447158763,3.42763653546843,3.47253240770684,"money",3.04027851596352,3.01286485603209,3.06769217589495,"people",3.58905113963722,3.57007294022362,3.60802933905081,"social",3.45736771963347,3.43528572527122,3.47944971399573,"work",3.31551355021204,3.29225103250033,3.33877606792375,8,23,2007,"y98"
"491","career",3.35169539771833,3.32639297819532,3.37699781724133,"future",3.46654798084132,3.4442343480901,3.48886161359254,"general",3.54517153664644,3.52421151227238,3.56613156102049,"home",3.54110264470592,3.51910168925751,3.56310360015433,"independence",3.63169182753724,3.60950111491881,3.65388254015567,"lesiure",3.43236516245215,3.40974886677587,3.45498145812844,"living",3.50948040412224,3.48723802052244,3.53172278772204,"location",3.44312205412002,3.41926773121095,3.4669763770291,"money",3.03564945953138,3.00896182067627,3.06233709838649,"people",3.58833631588756,3.56785671589959,3.60881591587553,"social",3.4349992272865,3.41052092473261,3.45947752984039,"work",3.32314535570237,3.29974420979693,3.34654650160781,9,24,2008,"y98"
"501","career",3.27529922062618,3.24986469471483,3.30073374653752,"future",3.42227686986409,3.39875098348434,3.44580275624384,"general",3.50282219737014,3.48052203802908,3.5251223567112,"home",3.50144691454472,3.47771151865061,3.52518231043883,"independence",3.5756813170553,3.5524859005717,3.59887673353889,"lesiure",3.39574938785298,3.37146894969847,3.42002982600748,"living",3.47009938522512,3.44672155609894,3.4934772143513,"location",3.40491518580408,3.38054277962754,3.42928759198063,"money",3.02572272012446,2.99805872596466,3.05338671428426,"people",3.52734313808258,3.50556723484992,3.54911904131523,"social",3.39809016447729,3.37354055688891,3.42263977206566,"work",3.22988865185002,3.2050946380303,3.25468266566973,10,25,2009,"y98"
"412","career",3.23316358374294,3.22016474536525,3.24616242212063,"future",3.30471914462703,3.28802850107039,3.32140978818368,"general",3.50971256559793,3.49680558678319,3.52261954441268,"home",3.45310093762545,3.43781685055228,3.46838502469862,"independence",3.39842620447497,3.38230400087715,3.41454840807279,"lesiure",3.47305155694877,3.45910947954573,3.48699363435181,"living",3.52815440028083,3.51383435445374,3.54247444610791,"location",3.42225772259167,3.40697968502215,3.43753576016119,"money",3.02919423347443,3.01045563375294,3.04793283319592,"people",3.52007970226083,3.50543407369864,3.53472533082302,"social",3.53156940779573,3.51835314118919,3.54478567440228,"work",3.15590665889428,3.14281639039781,3.16899692739076,1,16,2004,"y03"
"422","career",3.27823728546424,3.26248584666275,3.29398872426573,"future",3.3271314909059,3.3108043351896,3.34345864662219,"general",3.5508913352137,3.53778865452676,3.56399401590063,"home",3.47568161099542,3.46334125614217,3.48802196584867,"independence",3.46869837333488,3.45384453383397,3.4835522128358,"lesiure",3.44724537163469,3.43075941883464,3.46373132443473,"living",3.57048190432841,3.55670029243625,3.58426351622056,"location",3.47329293438502,3.45637768196924,3.4902081868008,"money",3.02971748383772,3.0130088851065,3.04642608256893,"people",3.56399294008985,3.55119147569641,3.57679440448329,"social",3.55701371086253,3.54020624320354,3.57382117852151,"work",3.19652150873736,3.18015428753237,3.21288872994235,2,17,2005,"y03"
"432","career",3.28088360166883,3.26492685456228,3.29684034877539,"future",3.32671242658126,3.30882212821136,3.34460272495117,"general",3.52968642949923,3.51520871664451,3.54416414235395,"home",3.43327874837286,3.41806836825053,3.4484891284952,"independence",3.49580240725764,3.4757086600631,3.51589615445218,"lesiure",3.41671472138317,3.39984700944797,3.43358243331836,"living",3.51979056606179,3.50524127991994,3.53433985220364,"location",3.39495617949877,3.37920999038825,3.41070236860929,"money",2.96245381472334,2.94181386775095,2.98309376169572,"people",3.5101869174233,3.49599982518601,3.5243740096606,"social",3.49464627070885,3.47545305158115,3.51383948983655,"work",3.18268654215977,3.16778758960332,3.19758549471621,3,18,2006,"y03"
"442","career",3.34377573231821,3.32416433577495,3.36338712886146,"future",3.39538100632095,3.37870391555078,3.41205809709112,"general",3.54864014950763,3.53477978483619,3.56250051417907,"home",3.47336727405818,3.45382876064946,3.49290578746689,"independence",3.53661986158325,3.51901742713932,3.55422229602719,"lesiure",3.45723945213559,3.44152347224259,3.47295543202858,"living",3.52739429923503,3.50517412630027,3.54961447216978,"location",3.42341318522492,3.40544635758592,3.44138001286393,"money",2.99896968606881,2.980427327436,3.01751204470162,"people",3.54845271871014,3.53422479594924,3.56268064147104,"social",3.52357582426153,3.50763447309857,3.53951717542449,"work",3.23968002212844,3.22428046353982,3.25507958071706,4,19,2007,"y03"
"452","career",3.36730141468016,3.3499805409959,3.38462228836441,"future",3.42081865044033,3.40559679468993,3.43604050619074,"general",3.54817748989687,3.53404999421694,3.5623049855768,"home",3.49694354884807,3.48100537215482,3.51288172554132,"independence",3.58127848925165,3.56234951759097,3.60020746091232,"lesiure",3.44743149043642,3.4282325806734,3.46663040019944,"living",3.51506221435188,3.4953170346888,3.53480739401497,"location",3.44112875366677,3.42291964159817,3.45933786573538,"money",2.96920783026671,2.95008447203208,2.98833118850134,"people",3.5576408189334,3.54179323279877,3.57348840506803,"social",3.51063588307675,3.4938023054466,3.52746946070691,"work",3.27118907491252,3.25122734461835,3.29115080520669,5,20,2008,"y03"
"462","career",3.26017359319685,3.2376134823221,3.2827337040716,"future",3.38110239692906,3.36217902291661,3.40002577094151,"general",3.4931442572918,3.47607807972916,3.51021043485443,"home",3.43047397225149,3.40885909343023,3.45208885107275,"independence",3.51359916481374,3.49658630155666,3.53061202807083,"lesiure",3.39182733211784,3.37474929290617,3.40890537132951,"living",3.45185963963981,3.42930676795365,3.47441251132597,"location",3.36814581225564,3.35010812313326,3.38618350137801,"money",2.95872217034903,2.93583892925148,2.98160541144657,"people",3.5103223399174,3.4965880251583,3.5240566546765,"social",3.43017484884417,3.41515286252964,3.44519683515871,"work",3.19441875114517,3.17495047704721,3.21388702524313,6,21,2009,"y03"
"472","career",3.24626117687698,3.22421466861468,3.26830768513928,"future",3.37678603846631,3.35722199879625,3.39635007813636,"general",3.45950563254686,3.44159282850658,3.47741843658714,"home",3.43833443854458,3.42122400408076,3.45544487300841,"independence",3.51227262240372,3.48972671936855,3.53481852543889,"lesiure",3.37438091176834,3.3562549434586,3.39250688007808,"living",3.45682827463932,3.43796029143594,3.4756962578427,"location",3.38032182099901,3.35695887773771,3.4036847642603,"money",2.95615984413151,2.93460213667409,2.97771755158893,"people",3.49037393996242,3.47414710636085,3.50660077356398,"social",3.38189502050154,3.3604543729735,3.40333566802958,"work",3.19029636594075,3.17033274721641,3.2102599846651,7,22,2010,"y03"
"482","career",3.31293792253776,3.29067996149141,3.33519588358411,"future",3.43191961755984,3.41318953137466,3.45064970374501,"general",3.49528314696022,3.47676699619692,3.51379929772352,"home",3.45769454863897,3.43342030254321,3.48196879473472,"independence",3.53947027829334,3.51074607279436,3.56819448379231,"lesiure",3.3901242102435,3.36757067982817,3.41267774065883,"living",3.45215812794507,3.42965370509985,3.47466255079029,"location",3.36510797751772,3.34003871963978,3.39017723539566,"money",2.9908195450875,2.97009038413687,3.01154870603814,"people",3.51421097621266,3.49076073611119,3.53766121631414,"social",3.38642133848379,3.36743843592724,3.40540424104035,"work",3.23678233112872,3.21977697065371,3.25378769160372,8,23,2011,"y03"
"492","career",3.25696526661384,3.23361346738701,3.28031706584068,"future",3.40435532793523,3.382980422763,3.42573023310745,"general",3.44253104931303,3.42353008502743,3.46153201359862,"home",3.42008611929446,3.39541731710564,3.44475492148329,"independence",3.51188745701,3.49126493596837,3.53250997805164,"lesiure",3.33959572813325,3.31903878076515,3.36015267550135,"living",3.42299303605587,3.40166682065292,3.44431925145882,"location",3.32464572550922,3.30021420634046,3.34907724467799,"money",2.97610327661632,2.95293988161135,2.99926667162128,"people",3.45763832922902,3.43598550216368,3.47929115629435,"social",3.30383682181489,3.28054613742937,3.3271275062004,"work",3.19779468650742,3.17412076667402,3.22146860634081,9,24,2012,"y03"
"502","career",3.2188300839854,3.19166221037819,3.2459979575926,"future",3.40277883651446,3.38174126174304,3.42381641128589,"general",3.41146023419719,3.39200515628269,3.43091531211169,"home",3.42685677944886,3.40607897649697,3.44763458240076,"independence",3.48197080732302,3.45830562746607,3.50563598717996,"lesiure",3.32166915071462,3.29678039910801,3.34655790232124,"living",3.39827410452305,3.3736546576231,3.42289355142299,"location",3.31758838166305,3.293566173176,3.3416105901501,"money",2.95365871996913,2.92537860772168,2.98193883221659,"people",3.44482354825438,3.42317156359176,3.466475532917,"social",3.27980583785255,3.25560518078529,3.30400649491981,"work",3.16395621622453,3.13664354191868,3.19126889053038,10,25,2013,"y03"
"29","career",3.23759695166987,3.22213039562096,3.25306350771878,"future",3.29311736652713,3.27758142164301,3.30865331141126,"general",3.55212314471236,3.53719162851488,3.56705466090984,"home",3.46169320625583,3.44672961632808,3.47665679618358,"independence",3.37612345940063,3.36064484058604,3.39160207821521,"lesiure",3.45066714364752,3.43474278115693,3.46659150613811,"living",3.55274477058604,3.54034156665887,3.56514797451322,"location",3.43062807189021,3.41573389069467,3.44552225308574,"money",3.07015075364403,3.05483154210012,3.08546996518795,"people",3.5226129765699,3.5104566999282,3.5347692532116,"social",3.5246691238137,3.50892138732466,3.54041686030274,"work",3.14154643581354,3.1284251840381,3.15466768758897,1,16,2007,"y06"
"30","career",3.2972611466525,3.28088106914247,3.31364122416254,"future",3.3481943612036,3.33332867731384,3.36306004509335,"general",3.56476863115792,3.54883716527778,3.58070009703806,"home",3.48766228977764,3.47185679686779,3.50346778268749,"independence",3.46391466884128,3.4493002543121,3.47852908337046,"lesiure",3.45194186701349,3.43551960888235,3.46836412514463,"living",3.5662215343222,3.55085645379267,3.58158661485173,"location",3.45151296806166,3.43701833674025,3.46600759938308,"money",3.02056060544988,3.00323491953824,3.03788629136151,"people",3.54050290199012,3.52610416944155,3.55490163453868,"social",3.54827203584315,3.53353632811718,3.56300774356913,"work",3.17779086221759,3.16503343147273,3.19054829296244,2,17,2008,"y06"
"31","career",3.27343489837884,3.25578647262251,3.29108332413518,"future",3.32986678616964,3.31486084250134,3.34487272983795,"general",3.542030333867,3.52532144624069,3.55873922149331,"home",3.43939935499664,3.42337432275928,3.455424387234,"independence",3.48202755683546,3.46197498787558,3.50208012579534,"lesiure",3.42443751826234,3.40763427037235,3.44124076615232,"living",3.5193335205951,3.5025090954007,3.53615794578949,"location",3.41590325868446,3.39891213872861,3.43289437864031,"money",2.94162813428771,2.92341803921471,2.9598382293607,"people",3.51191062160904,3.49745460041828,3.5263666427998,"social",3.50295469416519,3.48447320961287,3.52143617871752,"work",3.19465512704349,3.17548269698454,3.21382755710245,3,18,2009,"y06"
"32","career",3.27981256924823,3.26129606823785,3.29832907025861,"future",3.33933797286773,3.3207096791463,3.35796626658916,"general",3.48447523655159,3.46780445636231,3.50114601674088,"home",3.42333829983958,3.4067120261276,3.43996457355156,"independence",3.45308137951452,3.43456180042478,3.47160095860426,"lesiure",3.38021702308143,3.36443713642856,3.39599690973429,"living",3.45986540996731,3.44318547464199,3.47654534529264,"location",3.38865050089699,3.37190018947069,3.4054008123233,"money",2.9961997929878,2.97470742951224,3.01769215646336,"people",3.48632964505684,3.46903628895829,3.50362300115539,"social",3.43617167615718,3.42073849055733,3.45160486175702,"work",3.19584639407705,3.17920448427238,3.21248830388172,4,19,2010,"y06"
"33","career",3.34626731719263,3.32515266561879,3.36738196876647,"future",3.41366173903662,3.39488022064226,3.43244325743097,"general",3.54897613548563,3.53070182175137,3.56725044921989,"home",3.49723970328648,3.48122932148349,3.51325008508946,"independence",3.53787974642879,3.51923509941606,3.55652439344153,"lesiure",3.43601452715111,3.41816251315819,3.45386654114402,"living",3.52664193058484,3.50990499761895,3.54337886355074,"location",3.44651659730363,3.4274237568436,3.46560943776365,"money",3.01834867512726,2.99644550088103,3.04025184937348,"people",3.54510796397901,3.52791756691308,3.56229836104493,"social",3.47455168552177,3.45479939627224,3.4943039747713,"work",3.26153913082785,3.24521923821432,3.27785902344138,5,20,2011,"y06"
"34","career",3.24211618061996,3.22003164133093,3.264200719909,"future",3.34304368304264,3.32460084584672,3.36148652023856,"general",3.43879107678343,3.4228438456104,3.45473830795647,"home",3.41356041888935,3.39670086513465,3.43041997264405,"independence",3.4490667979827,3.43042180062813,3.46771179533728,"lesiure",3.33400444700068,3.31584919347795,3.35215970052342,"living",3.46033766297273,3.44442668215577,3.47624864378969,"location",3.35816729086402,3.33910518289152,3.37722939883653,"money",2.98640043231143,2.9652452665093,3.00755559811356,"people",3.44350976084614,3.42471473744166,3.46230478425063,"social",3.33612627634311,3.31666900183168,3.35558355085454,"work",3.19004920109155,3.17202185299101,3.20807654919209,6,21,2012,"y06"
"35","career",3.20768068684652,3.18474710096994,3.2306142727231,"future",3.33484518344646,3.31232475428751,3.35736561260542,"general",3.40676340840421,3.38611823436984,3.42740858243857,"home",3.39369717454579,3.37364969333792,3.41374465575367,"independence",3.46668981014848,3.44505349863999,3.48832612165696,"lesiure",3.29121582865356,3.26903413355614,3.31339752375098,"living",3.42237279649324,3.40234833484059,3.44239725814588,"location",3.33328232466594,3.31124885853309,3.35531579079879,"money",2.94763302330153,2.92488694217621,2.97037910442685,"people",3.42254677110902,3.40045343782312,3.44464010439493,"social",3.26528042066734,3.24220699619168,3.288353845143,"work",3.1453349313337,3.12198174765527,3.16868811501213,7,22,2013,"y06"
