"","means","2.5 %","97.5 %"
"5:career",3.31882784543299,3.30114393063682,3.33651176022915
"6:career",3.30420763584641,3.28484810218241,3.32356716951041
"7:career",3.30831565130122,3.28722487155592,3.32940643104653
"8:career",3.31809813954232,3.29311107510307,3.34308520398158
"9:career",3.34584312221222,3.32096887364515,3.37071737077928
"10:career",3.26113782133061,3.23479083103923,3.28748481162199
"1:work",3.28207602563884,3.2687966471253,3.29535540415239
"2:work",3.21590886827313,3.20336760544257,3.22845013110369
"3:work",3.26146317684053,3.24647089298396,3.27645546069711
"4:work",3.26323776031307,3.24790512038434,3.2785704002418
"5:work",3.27385648184111,3.25720314425831,3.29050981942391
"6:work",3.25874389923163,3.24106758759075,3.27642021087252
"7:work",3.2665368896613,3.24675081353278,3.28632296578983
"8:work",3.30107738169044,3.27878177877994,3.32337298460094
"9:work",3.30643390803457,3.28392206136601,3.32894575470313
"10:work",3.25104649113675,3.22647184315223,3.27562113912126
"1:money",3.05324880871293,3.03694333585683,3.06955428156904
"2:money",2.98889863290331,2.97139324429791,3.00640402150871
"3:money",2.97051726884642,2.95203657594379,2.98899796174905
"4:money",2.96949772594014,2.95083354759951,2.98816190428076
"5:money",2.96289814892085,2.94300020205564,2.98279609578607
"6:money",2.94888343128978,2.92696559706597,2.9708012655136
"7:money",2.96520108822988,2.94170447963362,2.98869769682613
"8:money",2.98967560153675,2.96425625421951,3.01509494885399
"9:money",3.02361083880938,2.99760802226019,3.04961365535857
"10:money",2.977760522155,2.94893290903933,3.00658813527066
"1:lesiure",3.56028275404448,3.54824998333144,3.57231552475752
"2:lesiure",3.47492515970554,3.46203610461816,3.48781421479292
"3:lesiure",3.46665399341124,3.45225783513377,3.48105015168872
"4:lesiure",3.46886642861801,3.45434251286935,3.48339034436667
"5:lesiure",3.45915969189731,3.44317837611149,3.47514100768313
"6:lesiure",3.42430974247233,3.40642755079384,3.44219193415082
"7:lesiure",3.43886108359832,3.42044631349147,3.45727585370518
"8:lesiure",3.44312750187367,3.42174670021679,3.46450830353054
"9:lesiure",3.42702264342267,3.40463983953419,3.44940544731115
"10:lesiure",3.37898130876075,3.355720900982,3.4022417165395
"1:location",3.50389205194162,3.4902798012631,3.51750430262013
"2:location",3.49932764703739,3.48549130379031,3.51316399028446
"3:location",3.50041142271939,3.48516381192957,3.51565903350921
"4:location",3.49454800069767,3.47886363464366,3.51023236675168
"5:location",3.45519499137462,3.4384434363565,3.47194654639274
"6:location",3.44915293283018,3.43091789607542,3.46738796958494
"7:location",3.45153957402907,3.43085254415065,3.4722266039075
"8:location",3.47581009859839,3.45371014267291,3.49791005452387
"9:location",3.45127519122314,3.42856652258632,3.47398385985996
"10:location",3.38750239546126,3.36278207294509,3.41222271797743
"1:social",3.47840487686312,3.46577309512191,3.49103665860434
"2:social",3.54092450283335,3.52780011074672,3.55404889491999
"3:social",3.54197646158699,3.52749906944745,3.55645385372652
"4:social",3.52742190639912,3.51276636243612,3.54207745036212
"5:social",3.5179133205229,3.50145822226164,3.53436841878416
"6:social",3.48008903948823,3.46276473223376,3.49741334674269
"7:social",3.4564959058698,3.43671409210349,3.47627771963611
"8:social",3.46406788557832,3.44197283235492,3.48616293880173
"9:social",3.43233982498745,3.40870390844603,3.45597574152888
"10:social",3.37452143366647,3.3487018050867,3.40034106224624
"1:people",3.54452462273737,3.53332745553959,3.55572178993516
"2:people",3.57936903366759,3.56789636367181,3.59084170366337
"3:people",3.59999200068743,3.58774718786711,3.61223681350775
"4:people",3.59449690949158,3.58168926696933,3.60730455201383
"5:people",3.57857444507755,3.56420346427596,3.59294542587914
"6:people",3.57235267172337,3.55711029601498,3.58759504743177
"7:people",3.57655111064467,3.55990884184942,3.59319337943991
"8:people",3.60489599485386,3.58638044262125,3.62341154708648
"9:people",3.58766589910356,3.56810408022773,3.60722771797938
"10:people",3.52253878293953,3.50152382470945,3.5435537411696
"1:independence",3.36038313189605,3.34652087631358,3.37424538747851
"2:independence",3.48298097411802,3.46944596168676,3.49651598654929
"3:independence",3.60970934248445,3.59615155677788,3.62326712819101
"4:independence",3.62002704700031,3.60603384053396,3.63402025346667
"5:independence",3.62470765196556,3.60945875922948,3.63995654470164
"6:independence",3.61192902880827,3.59595840985023,3.62789964776631
"7:independence",3.60971533754546,3.59151856400459,3.62791211108633
"8:independence",3.64481774578774,3.62342461559413,3.66621087598134
"9:independence",3.63426501492913,3.61343680890572,3.65509322095254
"10:independence",3.56971781454882,3.54529382644774,3.5941418026499
